comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
695cf9c7000000001601da86,1767700936000,湖北,6925ac1a000000001d03c6cd,我今天见识到了，一群婆婆背着包，把试吃的牛肉什么的直接用纸包一下放包里面，感觉要打包回家吃。。。,5c3717ff0000000005010729,爱纸鸢,https://sns-avatar-qc.xhscdn.com/avatar/ae351b5abc78ae2e8d79998354db8440.jpg?imageView2/2/w/120/format/jpg,2,,0,1769569592213,0
6928629a000000001601de3e,1764254362000,云南,6925ac1a000000001d03c6cd,好像以前还刷到过挑战0元在山姆里吃一天的视频[捂脸R][捂脸R][捂脸R],61e3d331000000000201f71f,稍信,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31k1q4fddj06g5of3qcogjtovdueoauo?imageView2/2/w/120/format/jpg,10,,0,1769569592221,1189
6926db250000000016022ffd,1764154150000,上海,6925ac1a000000001d03c6cd,可以学上海 你图里这些东西上海只给5份之一 那些大姨就懒得折腾了[doge],5d68766c000000000101856a,不知名网友,https://sns-avatar-qc.xhscdn.com/avatar/668dfdfb80aaa0cc19152220.jpg?imageView2/2/w/120/format/jpg,11,,0,1769569592225,2045
6928149c0000000014034018,1764234396000,江苏,6925ac1a000000001d03c6cd,试吃无所谓，不排队我就吃 排队我都不排的。我觉得最应该整改的是大孩子 大人坐购物车里的 太脏了 鞋也不脱，想想鞋可能还去过公共厕所，购物车是放吃的的地方啊[哭惹R],5e0890920000000001003646,小红红咯,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nl6e8dm4u0g5ng8i2908di601m037g?imageView2/2/w/120/format/jpg,16,,0,1769569592229,945
6927c33a000000001601cb4f,1764213562000,天津,6925ac1a000000001d03c6cd,厉害 去山姆从来没排过肉类的 因为排不上,5d8f055800000000010058fd,momo,https://sns-avatar-qc.xhscdn.com/avatar/5dcf9400f31df200011f3d4a.jpg?imageView2/2/w/120/format/jpg,6,,0,1769569592233,244
69281cbd0000000039007bfe,1764236478000,重庆,6925ac1a000000001d03c6cd,感觉有些中老年人午饭就是在山姆解决。[扶墙R],54866bfdd6e4a97e98580d82,🦋Sophie,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fv96lu8gi00400r83lvq3c2fagd9j8?imageView2/2/w/120/format/jpg,1,,0,1769569592238,112
6931a0fe000000000e0344e0,1764860158000,广东,6925ac1a000000001d03c6cd,以前我们公司的鱼一直在山姆卖，有次老板让我去卖场看看，正好那天在做试吃活动，10公分左右的小鱼，做的天妇罗，一个盒子一份，我看有的人吃完发现好吃，往嘴里一塞然后又去了队尾一直排队一直吃[捂脸R]我不知道是庆幸呢还是无奈,5a742fc7e8ac2b06c06701fe,大顺,https://sns-avatar-qc.xhscdn.com/avatar/5c6a2cae1672270001f09d21.jpg?imageView2/2/w/120/format/jpg,5,,0,1769569592242,39
6929745100000000380122bf,1764324433000,广东,6925ac1a000000001d03c6cd,感觉你也是天天在试吃[笑哭R],54cc76ca2e1d935ac4b3c46e,梦虫虫儿也来当红薯了,https://sns-avatar-qc.xhscdn.com/avatar/62f30c4f703563adc909b64d.jpg?imageView2/2/w/120/format/jpg,2,,0,1769569592247,16
6949236f000000001d01d58b,1766400880000,上海,6925ac1a000000001d03c6cd,你发这多吃的也不给咱看看是哪伙人[微笑R],6498f37e000000002a035bf0,人生哪有不苏的,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rg12k1dng605p4oudvammvg17hp1dg?imageView2/2/w/120/format/jpg,2,,0,1769569592259,10
692af75d000000003802a427,1764423518000,山东,6925ac1a000000001d03c6cd,交了门票钱了，只要是正常排队，那就没问题啊，都是试吃嘛,66f97b73000000000d027a9c,省钱小达人,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b6kktptnm505pnpfdpjcuksgnno0g8?imageView2/2/w/120/format/jpg,6,,0,1769569592263,44
689dfb5800000000260358ab,1755183961000,浙江,689c7b7b000000001d00cf51,那个比柠檬还酸的秘鲁蓝莓，酸死人不偿命,598bd18e5e87e72d424c8ec9,橙baby,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nhop98hmg0049nnmd8ot3m9fq0e08g?imageView2/2/w/120/format/jpg,276,,0,1769569597596,1590
689ebffb000000002603b18b,1755234301000,天津,689c7b7b000000001d00cf51,我是真的很生气  用不着你变厚！！！！,58c4fa3a3460941966a547bd,想去东北杀年猪🐷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qi6nlndno00499efht3khttsndl0l0?imageView2/2/w/120/format/jpg,219,http://sns-webpic-qc.xhscdn.com/202601281106/461f6803ba2544f53b2807b154d9a71f/comment/1040g2h031l6n5opu3000499efht3khttd1qt6ng!nd_whgt34_webp_wm_1,0,1769569597603,1331
689e7d660000000030009c50,1755217255000,重庆,689c7b7b000000001d00cf51,这个虾，冰好厚，煮出来特别小，都看不见了,5bb427b3227c4000018b1674,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t92hhqpk66g4b98cujr65jk4sq0vm8?imageView2/2/w/120/format/jpg,242,http://sns-webpic-qc.xhscdn.com/202601281106/ff5e6cbd3f7a71990b39ec876a2b3253/comment/1040g2h031l6f1m7al0004b98cujr65jksg84v78!nd_whgt34_webp_wm_1,0,1769569597608,628
689ed6bf000000003000d8a5,1755240128000,江苏,689c7b7b000000001d00cf51,有没有感觉牛奶的味道变了，没有奶味了，跟水一样,575c26af50c4b4080a1373b9,铁先生,https://sns-avatar-qc.xhscdn.com/avatar/6309d66ba13cfa185574e5e9.jpg?imageView2/2/w/120/format/jpg,119,http://sns-webpic-qc.xhscdn.com/202601281106/692d5abcce9bc559a6d574e60a1d5277/comment/1040g2h031l6pumk24s0048g2etjaustpp1j497o!nd_whlt34_webp_wm_1,0,1769569597612,315
689ea1e800000000300105d5,1755226602000,广东,689c7b7b000000001d00cf51,没有用过比这更差的纸巾，擦手都掉一堆屑气死我了[生气R],5b8a226f888ffd00016347d8,吃饭吃两碗,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314bdvapm5u004anj9hh6uhuo9s92au8?imageView2/2/w/120/format/jpg,105,http://sns-webpic-qc.xhscdn.com/202601281106/86d51fdc300a6b79bf976b0177e89ccc/comment/1040g2h031l6jg9kvku004anj9hh6uhuovjpr1ng!nd_whgt34_webp_wm_1,0,1769569597614,112
689e1df5000000003001f22c,1755192822000,浙江,689c7b7b000000001d00cf51,这个和之前比，小了好多,5bf5f1649b0ea10001c04bb3,👑Queen,https://sns-avatar-qc.xhscdn.com/avatar/6155c80ab8e1fe055a7f3017.jpg?imageView2/2/w/120/format/jpg,137,http://sns-webpic-qc.xhscdn.com/202601281106/f0bb32413fd57512b1cfcd208e19be11/comment/1040g2h031l63crri2o004bsorbom8itjmccd168!nd_whgt34_webp_wm_1,0,1769569597618,124
689fba7b000000003001677a,1755298461000,江苏,689c7b7b000000001d00cf51,现在还在扯皮[微笑R],5aa915eb4eacab374ae2c2bf,老仙女～,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ne2vtaf6i6g4a3bo1aunglv11h40t8?imageView2/2/w/120/format/jpg,33,http://sns-webpic-qc.xhscdn.com/202601281106/4370cf64f45884ca7a7a0eb2b2186408/comment/1040g2h031l7lo97cks004a3bo1aunglvrbqp15o!nd_whgt34_webp_wm_1,0,1769569597624,43
689ffeca0000000030007ba9,1755315918000,广西,689c7b7b000000001d00cf51,椰子水不是以前的味了，一股科技感,5bb9065cf7e8b9487161ff70,小红薯37375C5,https://sns-avatar-qc.xhscdn.com/avatar/645b7f8f2a34639eb26eb1cd.jpg?imageView2/2/w/120/format/jpg,14,http://sns-webpic-qc.xhscdn.com/202601281106/205a0e389e95eb36f4226bef078c67f4/comment/1040g2h031l7u34eul06g4bbapb35pvrg93bmkfo!nd_whgt34_webp_wm_1,0,1769569597626,18
689e052c000000003001ab4e,1755186476000,上海,689c7b7b000000001d00cf51,底线是优诺牛奶,53d2616db4c4d674663ba6d4,YUIKO,https://sns-avatar-qc.xhscdn.com/avatar/614dbc93b782b00001f7489a.jpg?imageView2/2/w/120/format/jpg,92,,0,1769569597633,212
689f37c600000000300271b2,1755264966000,浙江,689c7b7b000000001d00cf51,山姆到底得罪谁了，个个都在贬[笑哭R],548b766cb4c4d6623fb48fc8,麦田,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ll1kb1nlm00400shsr6p3u8c56o660?imageView2/2/w/120/format/jpg,71,,0,1769569597639,30
692d2f79000000001d01fe73,1764568954000,重庆,69285ae5000000001e034867,上次去菜市场自己买的鲜牛肉 四十几一斤 也吃出来了这个东西 很有弹性 到底是啥呀,5e93f87400000000010016ed,sosorich,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31js755a82o6g5nkjv1q085ndksslvhg?imageView2/2/w/120/format/jpg,3,,0,1769569603026,4
692b0389000000003900405b,1764426633000,广东,69285ae5000000001e034867,众所周知，尿液是血液过滤而来，肉类都残留有血液，换而言之就是肉里面都有尿液，肉丸子丢了吧。,62d3aef70000000002002c24,大无语,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fajmjdvme005omjlrrggb14gf4cqpo?imageView2/2/w/120/format/jpg,1,,0,1769569603032,7
6931439c0000000038012454,1764836256000,上海,69285ae5000000001e034867,山姆桑葚汁爆炸也是只退款[doge],6841ae44000000001d017b7c,Revol Jewel银饰🎀,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31m347eg5lm0g5q21lp27aurs5jgijs8?imageView2/2/w/120/format/jpg,472,http://sns-webpic-qc.xhscdn.com/202601281106/a727ea7eb887e04329ca7993f6af5aae/comment/1040g2h031plpnulj4k005q21lp27aursaiagaa8!nd_whgt34_webp_wm_1,0,1769569603036,7066
692d5abf000000003800afc0,1764580032000,俄罗斯,69285ae5000000001e034867,用手捏一下，回弹的话应该是筋一类的，不会谈还鲍汁那就是中大奖了[呃R],5b1def5c4eacab6b771bff37,AAA脆皮五花猪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gol34au3q004a656unlpvpnevhj8no?imageView2/2/w/120/format/jpg,1,,0,1769569603040,2
692d3bf8000000003900b9c2,1764572153000,广东,69285ae5000000001e034867,我一看这个牛肉丸就不纯 坐标广东牛肉丸发源地有说服力吧,60bf35200000000020028e79,澄明水,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3104ql5uam2005o5v6kg853jpkok4esg?imageView2/2/w/120/format/jpg,1,,0,1769569603044,12
69465a430000000016022db0,1766218308000,重庆,69285ae5000000001e034867,任何丸子类的东西我都不会吃，除非我妈包的。[新月R],5e5500c8000000000100509b,地球意志,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30u31fn2tl65g5nil03408k4rijhdpag?imageView2/2/w/120/format/jpg,3,,0,1769569603050,9
694538f9000000001702ec4a,1766144249000,重庆,69285ae5000000001e034867,我觉得是蚯蚓[汗颜R],612610050000000001005328,蹄蹄,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31esq613mma5g5o96202g8kp8u0adklg?imageView2/2/w/120/format/jpg,3,,0,1769569603052,5
692ab79a000000001d01c940,1764407195000,江苏,69285ae5000000001e034867,牛肉丸子的肉都是被绞肉机搅过的，这么粗一根真是幸运，还是会逃？,5b7274eb822d9400013168a0,牛牛,https://sns-avatar-qc.xhscdn.com/avatar/5b7274eb822d9400013168a0.jpg?imageView2/2/w/120/format/jpg,3,,0,1769569603058,9
694658590000000038026e74,1766217818000,上海,69285ae5000000001e034867,不要害怕 老鼠尾巴而已,5d4ee0f7000000001102b2a3,元气少女郭德纲,https://sns-avatar-qc.xhscdn.com/avatar/66e4f17831ec0a3b3e7cf9fb.jpg?imageView2/2/w/120/format/jpg,1,,0,1769569603062,5
692d0cbf000000001502d49d,1764560063000,湖南,69285ae5000000001e034867,这边建议买广东的牛肉丸呢，山姆食品出了好多问题,62b6830d00000000190211f9,momomomo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fo1oq44ge705olmgc6mc4fpleon0i0?imageView2/2/w/120/format/jpg,2,,0,1769569603066,15
69144ea50000000033022006,1762938533000,浙江,691331af00000000070359f4,白吃的有什么好挑的 可以不吃,5910071e7fc5b84387904fb0,AS,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oogf8oh580049fmkk3hsjtgopage5g?imageView2/2/w/120/format/jpg,6,,0,1769569608333,21
69147214000000003802d04e,1762947607000,天津,691331af00000000070359f4,晚上快9点的试吃！,61a03af9000000001000790d,小五,https://sns-avatar-qc.xhscdn.com/avatar/61a03b31a4cb8f3a62dbfbdf.jpg?imageView2/2/w/120/format/jpg,4,http://sns-webpic-qc.xhscdn.com/202601281106/592047a0e6e7490422cc87fbff364ffc/comment/1040g2h031opl5fbfhq005od07bsk0u8dob5a2p0!nd_whgt34_webp_wm_1,0,1769569608336,8
69155c240000000037025a1a,1763007530000,浙江,691331af00000000070359f4,开市客 主要是没人排队 一直拿我都不好意思[失望R],558fd1c9e4b1cf1780e3da5d,不行 晒黑了 要改名了,https://sns-avatar-qc.xhscdn.com/avatar/558fd1c9e4b1cf1780e3da5d.jpg?imageView2/2/w/120/format/jpg,4,http://sns-webpic-qc.xhscdn.com/202601281106/56eb17855961448b067cfa5de58d57e6/comment/1040g2h031oqhnp58hq0040st2d8sjmitkvp98eo!nd_whgt34_webp_wm_1,0,1769569608340,10
6915f2fa0000000038017fd0,1763046139000,江苏,691331af00000000070359f4,我不爱吃试吃，就自我感觉很丢人的感觉，除非我决定要买这个了[笑哭R]不知道咋回事,585cc9423460940422ac47fb,丫丫的吖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315snnp1dhc0048vss64k4hvr10h31vo?imageView2/2/w/120/format/jpg,3,,0,1769569608344,10
6913c5b000000000390328bc,1762903478000,四川,691331af00000000070359f4,[笑哭R],5fd85c29000000000101ce8a,花花不是花,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nco7v1jmm005nuobgkgbjka8slcv6g?imageView2/2/w/120/format/jpg,7,http://sns-webpic-qc.xhscdn.com/202601281106/6ca9d6860dd1d03d1372c452cd0b1e85/comment/1040g2h031op042irl0005nuobgkgbjkag4nh1go!nd_whgt34_webp_wm_1,0,1769569608348,2
6914049c0000000039028780,1762919580000,辽宁,691331af00000000070359f4,我每次都是吃饱了去，排队久的更是不看他一眼,5cbc4c780000000011038154,王雪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31o8h7ut1l2005n5s9hs4f0akjvqaq2o?imageView2/2/w/120/format/jpg,5,,0,1769569608350,9
691474d4000000003902cdb0,1762948310000,江苏,691331af00000000070359f4,,59dd82f720e88f7f29494682,松松松,https://sns-avatar-qc.xhscdn.com/avatar/59dd82f8d1d3b958688fda04.jpg?imageView2/2/w/120/format/jpg,6,http://sns-webpic-qc.xhscdn.com/202601281106/f2aa02d35e460c01fca628501afcfa9c/comment/1040g2h031oplg6qg100049sqvu1fehk2foqpm0o!nd_whgt34_webp_wm_1,0,1769569608354,6
69140d43000000003902eba0,1762921796000,江西,691331af00000000070359f4,没看见虾头后面还留了半截肉吗[笑哭R]本来就是给你尝个味儿的,64734d8b0000000012034681,僕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jihfm02ig6g5p3j9m5kmhk16oe7cng?imageView2/2/w/120/format/jpg,5,,0,1769569608358,8
6915d7b20000000033025531,1763039159000,重庆,691331af00000000070359f4,永辉的吊龙试吃，盒子都装不下了，我吃了两份,610007280000000001017a63,Hdrjnkncrreyvy,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oncs8d7g6005o800sk0auj3f8iq310?imageView2/2/w/120/format/jpg,2,http://sns-webpic-qc.xhscdn.com/202601281106/ad9540b7ff260f69e267f87b1e4d305f/comment/1040g2h031or0qdfq1g005o800sk0auj37k7pq9g!nd_whgt34_webp_wm_1,0,1769569608360,5
6918d171000000003902af04,1763234170000,湖北,691331af00000000070359f4,,66eb94ea000000001d0210f0,rmb 缠上我,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fbd2pgn6m005pnbijl7c47gekmellg?imageView2/2/w/120/format/jpg,6,http://sns-webpic-qc.xhscdn.com/202601281106/2f62c030d9ef8d0928ef99346c8d0cbc/comment/1040g2h031otsp18ih0105pnbijl7c47gin2r6c0!nd_whgt34_webp_wm_1,0,1769569608364,6
