note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
6925ac1a000000001d03c6cd,normal,山姆求你管一管…,"别的店不知道，我去的后湖那家总有一批男男女女。在一条队伍里面穿插排三五个人，然后一个人领了往后继续插队。肉的试吃基本只有十几份，这几个阿姨们基本会通过循环直接拿走一大半，然后不停的循环。
我感觉做试吃的店员也有苦难言，我一周大概去一到两次，每次都能看到那几个人。有次他们又不停的插队我就愤怒发声了，旁边小姐姐跟我说这一伙人每天来吃从来不买，每天都这样。
后面每次去我就会观察那伙人，不出所料，每次都是这样，其中一个短发姐，一个白发奶，一个秃头哥次次都在。每次就是不停的插队，分开插队。
这个现象真的无法管制吗…这样正常想买东西试吃一下的顾客根本就拍不到。因为我最近为了拍素材基本都是下午去人少还好，只要晚上去，我次次都能看到那几个人插队。听说有些地方山姆会把没有任何购买记录的人退卡，我感觉那群人肯定不会消费的……赶紧退了吧……太影响购物体验了……
	
#山姆试吃官[话题]# #一吃一个不吱声儿[话题]# #山姆插队[话题]#",,1764076570000,1764076570000,661f3320000000000b03059c,面包精灵🧚,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31l4g5k08jq5g5pgv6cg2u1csg6ncjc0,2.6万,2305,397,360,,"http://sns-webpic-qc.xhscdn.com/202601281103/831e923d537b44386cea2db13f3daea4/note_pre_post_uhdr/1040g3r831paf7hiv24cg5pgv6cg2u1cs79mph0o!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/62faf64746496dce5ed1ebfb08a26102/note_pre_post_uhdr/1040g3r831paf7hiv24805pgv6cg2u1css7dvmlg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/a393d2fe1ee8285ff5742e83fbc30125/note_pre_post_uhdr/1040g3r831paf7hiv249g5pgv6cg2u1csrr2d6hg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/5ed9f62c7f0fbc96a229c9609a9d2a8f/note_pre_post_uhdr/1040g3r831paf7hiv24a05pgv6cg2u1csed0acmg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/1d453c26022cf7f2f3d1ce2a96adfcd9/note_pre_post_uhdr/1040g3r831paf7hiv24d05pgv6cg2u1csqfa0bvg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/7d8d079c8413ab7d69ab4e7a249f0a55/note_pre_post_uhdr/1040g3r831paf7hiv24ag5pgv6cg2u1cs5efjeg8!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/cbd95b1002346117bb3db053e15278bb/note_pre_post_uhdr/1040g3r831paf7hiv24b05pgv6cg2u1csog9mbqg!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/3ce7739f73218c550efcdf19befe5ae4/note_pre_post_uhdr/1040g3r831paf7hiv24705pgv6cg2u1cs5nuk5ag!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/ecbeefe7a3cd6e910d9e1d5d8b62378a/note_pre_post_uhdr/1040g3r831paf7hiv24bg5pgv6cg2u1cs11om168!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/a1200581dbc4aabd300e144084314798/note_pre_post_uhdr/1040g3r831paf7hiv24dg5pgv6cg2u1cs3lanaso!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/2e7664535d133a79b3fca1f881b05470/note_pre_post_uhdr/1040g3r831paf7hiv24c05pgv6cg2u1cs7hrfuj8!nd_dft_wlteh_jpg_3","山姆试吃官,一吃一个不吱声儿,山姆插队",1769569590803,https://www.xiaohongshu.com/explore/6925ac1a000000001d03c6cd?xsec_token=ABc6sUO9unxLSvWePTiNDEHkRWzA-lY9upkiYZhv5oX_o=&xsec_source=pc_search,山姆避雷,ABc6sUO9unxLSvWePTiNDEHkRWzA-lY9upkiYZhv5oX_o=
689c7b7b000000001d00cf51,normal,"一开始感受到山姆的水果蔬菜变差，没想着是降本了。
现在经常看到有人说变差了
目前还没打算退会员，因为还需要买一些东西
感觉比外面超市好一点
开市客也去过，买过一棵盆栽🪴两三天就生虫
吃的也是在其他超市能买到的所以我就退卡了
记录一下变差的产品
水果类蔬菜类变差了
零食好吃的不上架了
#山姆[话题]# #山姆品质差[话题]#","一开始感受到山姆的水果蔬菜变差，没想着是降本了。
现在经常看到有人说变差了
目前还没打算退会员，因为还需要买一些东西
感觉比外面超市好一点
开市客也去过，买过一棵盆栽🪴两三天就生虫
吃的也是在其他超市能买到的所以我就退卡了
记录一下变差的产品
水果类蔬菜类变差了
零食好吃的不上架了
#山姆[话题]# #山姆品质差[话题]#",,1755085691000,1755085691000,652f489200000000020124a3,momo怪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rntmsuo2k605p9f9290i953jrsf4h0,7808,4350,5758,1.1万,,http://sns-webpic-qc.xhscdn.com/202601281103/087207810e9cbceffaae7e096a43a366/1040g2sg31l4g3bg5ige05p9f9290i953o3fqddg!nd_dft_wlteh_jpg_3,"山姆,山姆品质差",1769569590811,https://www.xiaohongshu.com/explore/689c7b7b000000001d00cf51?xsec_token=AB0yzInjQTkdbKpzm3mM8p2IyGTJBAjeHa5_tkqik9tgw=&xsec_source=pc_search,山姆避雷,AB0yzInjQTkdbKpzm3mM8p2IyGTJBAjeHa5_tkqik9tgw=
69285ae5000000001e034867,normal,山姆的牛肉丸吃出异物，好恶心,,,1764252389000,1764252389000,5c162ab1000000000501df63,朋友圈,https://sns-avatar-qc.xhscdn.com/avatar/5cd6c695bf22ae000100f6f6.jpg,7668,781,2167,1870,,"http://sns-webpic-qc.xhscdn.com/202601281103/a30d9c01b146b472db164704942d2a65/note_pre_post_uhdr/1040g3r031pd3afq32g005n0m5aohbnr37g7pl30!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/dc724a4eb5b039d05df77027002b5035/note_pre_post_uhdr/1040g3r031pd3afq32g0g5n0m5aohbnr36jbmb4g!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/2e651ff42525382ab5252b3dbac24857/note_pre_post_uhdr/1040g3r031pd3afq32g105n0m5aohbnr30u7uro0!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281103/451481367ab5ce0016161f2e28ec3523/notes_pre_post/1040g3k031pd3ac2dig005n0m5aohbnr3707ima8!nd_dft_wlteh_jpg_3",,1769569590815,https://www.xiaohongshu.com/explore/69285ae5000000001e034867?xsec_token=AB-j3sI52gNBuAw1RRuYuu75ZWCIp96TBJg39a0ios5iU=&xsec_source=pc_search,山姆避雷,AB-j3sI52gNBuAw1RRuYuu75ZWCIp96TBJg39a0ios5iU=
691331af00000000070359f4,normal,"山姆你给不起试吃可以不给#山姆[话题]#
二编：
1.不是罗氏虾，是冷冻黑虎虾，头里啥也没有
2.别说什么免费的我不能叭叭了，我交了会员费，试吃是她给我提供的服务之一，我就是能叭叭，不服憋着。
3.抛开免不免费，山姆主动提供的试吃服务，我按照他的要求排队了，给我这个我觉得很膈应。
4.两百多的东西我买之前试一下怎么了，我钱又不是大风刮来的。当然这个也不可能买就是了。","山姆你给不起试吃可以不给#山姆[话题]#
二编：
1.不是罗氏虾，是冷冻黑虎虾，头里啥也没有
2.别说什么免费的我不能叭叭了，我交了会员费，试吃是她给我提供的服务之一，我就是能叭叭，不服憋着。
3.抛开免不免费，山姆主动提供的试吃服务，我按照他的要求排队了，给我这个我觉得很膈应。
4.两百多的东西我买之前试一下怎么了，我钱又不是大风刮来的。当然这个也不可能买就是了。",,1762865583000,1763323254000,5bbd7bfe8a1652000168ee14,聊天请投币,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315vvsv3kgm004bcvc2tvtrgkgg4ov1o,5248,384,4383,1853,,http://sns-webpic-qc.xhscdn.com/202601281104/60b382bf97cc63dba184b16a8b5296ad/1040g2sg31ooe12r250704bcvc2tvtrgku66esfo!nd_dft_wlteh_jpg_3,山姆,1769569590824,https://www.xiaohongshu.com/explore/691331af00000000070359f4?xsec_token=ABmpowzr1SKPmy4TVtDMcETI2ueSFULYPDwrdM8M-9gXg=&xsec_source=pc_search,山姆避雷,ABmpowzr1SKPmy4TVtDMcETI2ueSFULYPDwrdM8M-9gXg=
65d16991000000000b01b09c,video,山姆美食黑榜⚫️店员都不吃！！到底是谁做冤种,"没在山姆买过10w💰真的不会知道这6个网红美食不好吃！！价格不实惠买它们还得排队😓
-
1️⃣山姆烤鸡
又干又柴，还得排队抢！
2️⃣猪肉脯
没有一口好牙真的别轻易尝试，咬肌都变大了！
3️⃣青柠汁
又苦又涩，还容易沉淀和分层
4️⃣麦芬蛋糕
加了增稠剂，油得怀疑人生
5️⃣苏打饼干
太干太腻！
6️⃣柠檬凤爪
添加的东西太多太多，口感不佳吃起来梆硬！
-
这6个山姆避雷食品我买过你们就别买了！你觉得山姆还有什么东西是不值得买的！评论区分享给我👐
#山姆会员店避雷[话题]# #女生必看[话题]# #我的生活[话题]# #山姆避雷[话题]# #山姆会员店[话题]# #网红美食我来推[话题]# #我是吃货[话题]# #吃货[话题]# #零食推荐[话题]# #我的美食日记[话题]#@视频薯 @生活薯 @日常薯 @小红书创作学院",http://sns-video-al.xhscdn.com/stream/110/259/01e5d1698c2b12c6010373038e11a72bce_259.mp4,1708246864000,1709693102000,63466dab000000001802ff46,许歆儿,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310os4hcsmm005oq6dmlm5vq6tjm1e88,3481,1497,1053,104,,http://sns-webpic-qc.xhscdn.com/202601281104/2114daa288fbb6f2b69dfaa9119c10fa/1040g2sg31003dev5lo0g5oq6dmlm5vq67nnbgh8!nd_dft_wlteh_jpg_3,"山姆会员店避雷,女生必看,我的生活,山姆避雷,山姆会员店,网红美食我来推,我是吃货,吃货,零食推荐,我的美食日记",1769569590829,https://www.xiaohongshu.com/explore/65d16991000000000b01b09c?xsec_token=AB1mFfTDxxVcm1gOwK9kVPtZMt8sHx-5eZHZgR4FJVNE4=&xsec_source=pc_search,山姆避雷,AB1mFfTDxxVcm1gOwK9kVPtZMt8sHx-5eZHZgR4FJVNE4=
68a346d9000000001d00a293,normal,给山姆的一个差评,"西瓜裂开有可能是货车送到山姆的时候就裂开了，有可能是工作人员装包时裂开了，有可能是配送骑手途中裂开了，经过这么多人手，本来就很难定定责，且运输途中损耗难免，那山姆就应该就规章制度去承担这一损耗。
	
最后居然是骑手打电话给我要给我转账独自承担赔偿？无奈实在不想为难骑手，撤销了退款申诉，自己承担了损失，今天是被道德绑架的一天。#山姆[话题]# #无良商家必须严惩[话题]# #消费者权益[话题]# #道德绑架[话题]#",,1755530969000,1755531031000,654982f800000000020112e8,momo,https://sns-avatar-qc.xhscdn.com/avatar/645b7efe1fc3de4c930effac.jpg,3494,48,299,67,,http://sns-webpic-qc.xhscdn.com/202601281104/aa7385cca7013053b6ef55464aefe473/notes_pre_post/1040g3k031lb4gp66kq6g5pa9gbs0i4n87bcdt5g!nd_dft_wlteh_jpg_3,"山姆,无良商家必须严惩,消费者权益,道德绑架",1769569590835,https://www.xiaohongshu.com/explore/68a346d9000000001d00a293?xsec_token=ABSa7fmJt-c38HnBYBGFThHGMtVVT9tZrjFQLdLwuxV5U=&xsec_source=pc_search,山姆避雷,ABSa7fmJt-c38HnBYBGFThHGMtVVT9tZrjFQLdLwuxV5U=
6875aa35000000001203e2d7,normal,之后应该不会再在山姆买东西了吧,"一开始我也不信山姆换领导了，直到我买了一盒一直在吃的车厘茄😃坐标广州，之前车厘茄一大盒量很足，而且皮薄味道很甜，完全不是普通圣女果的味道，这次买的绝对就是圣女果，皮比原来厚，味道也完全就是普通番茄的味道，更绝的是数量也缩水了，而且故意把大的摆在上层，下层全是小的，这种套路以前的山姆是没有的，但是这盒东西的价格完全没变。
已经体验到了，之后不会在山姆买东西了。#山姆[话题]# #山姆会员卡[话题]# #山姆新品[话题]#",,1752541749000,1752541750000,619b3b9800000000210212c9,但是那然后呢,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318vu5fsa3q005ocr7ec8c4m992h0qfo,3246,294,1966,4050,,http://sns-webpic-qc.xhscdn.com/202601281104/85ce52aa34175587447bf2f25043b9fc/1040g2sg31juj538330l05ocr7ec8c4m9opeihho!nd_dft_wlteh_jpg_3,"山姆,山姆会员卡,山姆新品",1769569590841,https://www.xiaohongshu.com/explore/6875aa35000000001203e2d7?xsec_token=ABdfIvIrtySAoOh0-ehzIffc2QFAW4QcqaK3ML8JVwDe8=&xsec_source=pc_search,山姆避雷,ABdfIvIrtySAoOh0-ehzIffc2QFAW4QcqaK3ML8JVwDe8=
69508145000000001e0096cc,normal,山姆你还是很会转移矛盾的哈,"网红爆款草莓蛋糕出师不利！
下单到收到31分钟，家距离山姆3公里，
奶油有点化掉了，草莓有点摔歪了，申请售后
其实售后能不能通过我都能接受，
但最后配送员打了个电话给我，她说她很小心了，也是第一个送我的单子，问我能不能取消售后，她赔给我，不然她会赔蛋糕加罚款。
我惊呆了，当然没要配送员赔，也取消售后了，但还是要吐槽，这个东西如果送不了山姆你取消极速达啊，我开车去买就行了，你欺负个配送员干什么。
	
———分割线———
二编：这篇帖子爆了之后山姆应该是有网络舆情监测到了，后续是山姆主动联系我，解释了
1.这个产品如图所示确实是品质问题；
2.关于让配送员赔钱的事情，山姆说是这个配送员太紧张了，无责情况下肯定是不用赔的（存疑，因为评论区有说是配送员当场转给顾客钱的）；
3.值得好评的是，山姆主动向我提出赔偿，但我表示帖子不准备删，山姆说帖子全凭我自己意愿。",,1766883653000,1767324309000,5df785d400000000010066ee,布西西,https://sns-avatar-qc.xhscdn.com/avatar/5df785d400000000010066ee.jpg,2988,68,843,192,浙江,"http://sns-webpic-qc.xhscdn.com/202601281104/57893c01a0fb8f7d7fe5cc558ec3b3d4/notes_uhdr/1040g3qo31qka0pgk6u705nfngna08pnega9vlbo!nd_dft_wlteh_jpg_3,http://sns-webpic-qc.xhscdn.com/202601281104/8260f17be435bce56db7261edcbbe506/1040g2sg31qqs3hd3mu005nfngna08pneqfot2i0!nd_dft_wgth_jpg_3",,1769569590847,https://www.xiaohongshu.com/explore/69508145000000001e0096cc?xsec_token=ABJWo4ee_poGz7pZbhQxlR_01tlklNNaGT5xt5ZPyR4ug=&xsec_source=pc_search,山姆避雷,ABJWo4ee_poGz7pZbhQxlR_01tlklNNaGT5xt5ZPyR4ug=
68b6b38e000000001b03f758,video,分享个红黑榜差点打起来……,"#山姆红黑榜[话题]# #山姆[话题]# #山姆新品[话题]# #山姆美食[话题]# #山姆测评[话题]#
测评合伙人@俞香子 @田瑞辉 @酒德麻衣",http://sns-video-al.xhscdn.com/stream/79/110/259/01e8b6b38dbc41fb010370039909b0e47c_259.mp4,1756803982000,1756803982000,5c9c8cd30000000016020400,崔憨憨,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n6ec4h65e005n4shj9lk100jvl966o,2626,687,280,254,,http://sns-webpic-qc.xhscdn.com/202601281104/57adae99683a346d4c538f0314419986/1040g00831lu36sm3lu005n4shj9lk100junadb8!nd_dft_wlteh_jpg_3,"山姆红黑榜,山姆,山姆新品,山姆美食,山姆测评",1769569590855,https://www.xiaohongshu.com/explore/68b6b38e000000001b03f758?xsec_token=AB-aESn3VceJE0YefOdI1pZA4dfGESb2PTgvPY_VnMSDE=&xsec_source=pc_search,山姆避雷,AB-aESn3VceJE0YefOdI1pZA4dfGESb2PTgvPY_VnMSDE=
64b212e60000000035008b5c,normal,想要一个全是山姆黑榜的评论区,"山姆忠实用户
之前热门榜能买的都买了
现在每次去以前的不想买，新的屡次尝试屡次踩雷。
实在不想试了！家里买了一堆吃的，好几袋都浪费在角落里，没人碰…
	
黑榜我来说一句：小胡鸭品牌的都不行！❌#山姆[话题]# #山姆会员店[话题]#",,1689391847000,1689392206000,577530866a6a697191aa4a8c,Gaga911yeah,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31n7hr2ujli0048h47uo8cikcmcbm73o,2530,1945,6594,1149,,http://sns-webpic-qc.xhscdn.com/202601281105/60606f62601853e781fea1e2d38f3ab6/1000g0082q6c6lmuju00048h47uo8cikct7otr6o!nd_dft_wlteh_jpg_3,"山姆,山姆会员店",1769569590863,https://www.xiaohongshu.com/explore/64b212e60000000035008b5c?xsec_token=ABFWR72FzbBnoUMgrUcMToOFe4dADXRf-By-X1ltKtw80=&xsec_source=pc_search,山姆避雷,ABFWR72FzbBnoUMgrUcMToOFe4dADXRf-By-X1ltKtw80=
