comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
68f8ae8300000000330051c0,1761128068000,广东,68f8acd30000000003010736,停停停，这什么意思[惊恐R],610908a40000000001009d24,我要吃红烧牛肉面😭,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qbghnm6g05g5o8912i097942u6l6v0?imageView2/2/w/120/format/jpg,5,http://sns-webpic-qc.xhscdn.com/202601281047/6ce3e82cd2543df24437db7042f83b30/comment/1040g2h031nuhhh7o6g605o8912i09794mlqlvb0!nd_whgt34_webp_wm_1,0,1769568422129,44
68f8b0970000000033027799,1761128600000,江苏,68f8acd30000000003010736,南京红山森林动物园的厕所标识集[偷笑R]知识猝不及防地进入了大脑,65fc48d2000000000b00dfa2,00后考研上岸创业日记,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31khaaf1nio0g5pfs9392pnt2orcnl60?imageView2/2/w/120/format/jpg,3,http://sns-webpic-qc.xhscdn.com/202601281047/55b88a1ebda5e62d5ca02f86493aa1d1/comment/1040g2h031nuhpl4bl8705pfs9392pnt2p6kefi0!nd_whlt34_webp_wm_1,0,1769568422135,67
68fa2366000000003901fcdd,1761223534000,中国台湾,68f8acd30000000003010736,怎麼感覺是用男女生的生理器官來設計的[石化R][石化R][石化R][石化R],67964b8f000000000d00aea3,🐰🍥熟悉的蠟筆小忻🍥🐰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31muam9c8ks6g5psm9e7j9bl3j071um0?imageView2/2/w/120/format/jpg,1,http://sns-webpic-qc.xhscdn.com/202601281047/f67ebd5c8e13743cf7b24ec1f7ae7fa3/comment/1040g2h031nvv24uh4u5g5psm9e7j9bl31f7seso!nd_whgt34_webp_wm_1,0,1769568422141,38
68f8d9020000000039031067,1761138948000,北京,68f8acd30000000003010736,不是这对吗,68cff2830000000022035307,小兲游戏日常,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mmnaqhg6m505o9b7t2084jiqd481tg?imageView2/2/w/120/format/jpg,0,http://sns-webpic-qc.xhscdn.com/202601281047/012a7efb538186cafe028ebd4ecfbb19/comment/1040g2h031numnhfhl2605q6fua1omko7d6jldkg!nd_whgt34_webp_wm_1,0,1769568422147,12
68fa300d00000000380100b0,1761226766000,福建,68f8acd30000000003010736,骗你的，遇到这种情况直接报警告上法庭。,65f2fc30000000000500bea0,兜里有糖,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31o8r183t6m505pfivgo19fl0smtder0?imageView2/2/w/120/format/jpg,1,,0,1769568422153,14
68fc9bc3000000003803f09e,1761385411000,山西,68f8acd30000000003010736,都要给我选全部看懂了,55b704703397db5b248e9bf3,可爱小猫咪喜欢小懒和小喜,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31deffvvggs6g410ljc2716vjjht5j7o?imageView2/2/w/120/format/jpg,1,,0,1769568422157,0
68f9b35e00000000380303ac,1761194846000,四川,68f8acd30000000003010736,就是，什么都没看懂🤭,67ab58f2000000000d00bdd9,蛋仔主播小毛毛😘（冲1000粉）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rkvcvtl326g5ptbb3p39feps5evvpg?imageView2/2/w/120/format/jpg,0,,0,1769568422161,1
68fc733f000000003902663b,1761375040000,浙江,68f8acd30000000003010736,第一个标语呢是站着尿，因为只有男生才会这样第二个呢是坐着尿就是直的,5d286f60000000001003899f,与山ovo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mt5p34950dg5n98dtg472cvbeo9al0?imageView2/2/w/120/format/jpg,0,,0,1769568422165,1
68fa1a4e000000003802cde7,1761221199000,河北,68f8acd30000000003010736,嗯，好吧好吧，我感觉这个。不是正常的标识，都是一个吗？哪有来回换的？不会吧，有吗？真的有吗？真的有吗？评论区有知道的吗反正这几个我都认识,67e14528000000000a03da72,小猫碎碎念T^T,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qkjc0h6ng605pv18kk2nmjibmoihfg?imageView2/2/w/120/format/jpg,0,,0,1769568422169,1
6904a38f0000000039004c7e,1761911696000,湖北,68f8acd30000000003010736,厕所就不能用好好的标识吗？为什么要搞得花里胡哨的？？？？？？,68cbe7bd0000000021027672,玖玖（上学中）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pcupno22g105q6bsuuoctji5875up8?imageView2/2/w/120/format/jpg,0,,0,1769568422175,0
6961f86e000000000503b787,1768028270000,河南,695e592c000000000e03dc77,可是冻梨酸酸的[哭惹R]，有木有人知道为什么吗[哭惹R][哭惹R][哭惹R],6348db0e000000001802a623,幸运茉,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31m4gm812lm005oq8rc7659h38q9a5ng?imageView2/2/w/120/format/jpg,9,,0,1769568427528,1
696862590000000006033fef,1768448601000,广东,695e592c000000000e03dc77,山姆这个麻薯和瑞士卷真的是无限回购,6233564f0000000010008ccd,美式泡面,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qi0cnnt6u005ohjap7k136d4sa83e8?imageView2/2/w/120/format/jpg,0,,0,1769568427532,3
696871cb000000000600f4db,1768452555000,广东,695e592c000000000e03dc77,马下清单🧾下次去山姆照着买[偷笑R],5bd994bb8415c50001d37d7c,大猪佩奇,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo316bj3dpm0m004bmks7abmvbs6a0fr5g?imageView2/2/w/120/format/jpg,0,,0,1769568427536,4
695f9e51000000001d00efb3,1767874129000,内蒙古,695e592c000000000e03dc77,细节的是你得买好吃点的，不然你买的不好吃的话，那将会很难吃。,6229f33a000000001000d696,阿里克谢彼得罗夫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pooi3i8kk605oh9uct41lkml2aeme0?imageView2/2/w/120/format/jpg,0,,0,1769568427542,1
695f9e58000000000f00c82a,1767874137000,内蒙古,695e592c000000000e03dc77,有的动力是烂里，有的是正常动力。,6229f33a000000001000d696,阿里克谢彼得罗夫,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pooi3i8kk605oh9uct41lkml2aeme0?imageView2/2/w/120/format/jpg,0,,0,1769568427548,1
6960f8d00000000014036968,1767962833000,河北,695e592c000000000e03dc77,冻香蕉真的好吃吗,5ce13ef5000000001003221c,G.E.M.棋士,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31q2l4l93746g5n717rqk68gsmii97s0?imageView2/2/w/120/format/jpg,0,,0,1769568427552,1
69610d7e000000001602055a,1767968126000,北京,695e592c000000000e03dc77,我牙呢？,6288d4e20000000021028d3a,Irenenenen,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31q44tnu47o005ok8qjh8d39q9sifk8g?imageView2/2/w/120/format/jpg,0,,0,1769568427556,0
6961c6d2000000000f01cf72,1768015571000,吉林,695e592c000000000e03dc77,得了吧，没等它缓透我就上嘴了,68988e77000000002802646a,老师的乖宝宝,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rih1tnt2gdg5q4ohprq4p3a5bpnvfg?imageView2/2/w/120/format/jpg,0,,0,1769568427563,0
69608da7000000000f02a5a8,1767935405000,江西,695e592c000000000e03dc77,真在吃草莓,6045e0f800000000010057b9,沐筱伊,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ml0fc1a6g005o25s3s08ltp7gl5ib0?imageView2/2/w/120/format/jpg,0,http://sns-webpic-qc.xhscdn.com/202601281047/9c02eefcce171d09d069ae809b493fd7/comment/1040g4b831r3vh69k7g705o25s3s08ltpnl3sf9o!nd_whgt34_webp_wm_1,0,1769568427567,0
